x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,letra
0.0,0.0,0.0,-0.08494019508361816,-0.06212437152862549,0.001615539289133494,-0.1364809274673462,-0.12843608856201172,-0.01344230249239331,-0.17854183912277222,-0.1662113070487976,-0.037013797459138686,-0.20538455247879028,-0.21814435720443726,-0.06089011057926541,-0.05183345079421997,-0.2886371314525604,0.004528224564211314,-0.07542139291763306,-0.38479912281036377,-0.015680956092609222,-0.0825808048248291,-0.4409435987472534,-0.03305078521086102,-0.08326876163482666,-0.49066638946533203,-0.047263445702327544,-0.026077449321746826,-0.278663694858551,-0.017714722451700027,-0.10738688707351685,-0.35870975255966187,-0.048154386130107696,-0.1680542230606079,-0.3235054612159729,-0.0652110226423872,-0.19483155012130737,-0.2804778218269348,-0.0733502753050459,-0.013411283493041992,-0.24972939491271973,-0.04236817583156949,-0.09405136108398438,-0.3210638761520386,-0.07140057012153989,-0.1555500030517578,-0.2880224287509918,-0.07737479582144147,-0.183632493019104,-0.2448645830154419,-0.07660582139803296,-0.013782799243927002,-0.20537137985229492,-0.06758133545233136,-0.0806359052658081,-0.2595885992050171,-0.08947657271934872,-0.13431811332702637,-0.25700604915618896,-0.093614684787525,-0.16855061054229736,-0.23619568347930908,-0.09271445348574048,D
0.0,0.0,0.0,-0.08124274015426636,-0.05834251642227173,-0.003392053266111361,-0.13184911012649536,-0.1266968846321106,-0.01960265330137645,-0.17281460762023926,-0.16892141103744507,-0.04344803719880019,-0.19888603687286377,-0.2234209179878235,-0.06743690996529494,-0.04938185214996338,-0.28892311453819275,0.0010543944443952569,-0.0737881064414978,-0.3835233449935913,-0.021666540495175468,-0.08136725425720215,-0.4403988718986511,-0.039780399492997276,-0.08146429061889648,-0.4895222783088684,-0.053826628915089714,-0.021698176860809326,-0.27956533432006836,-0.018712294018882858,-0.10230827331542969,-0.360106885433197,-0.053470055303591835,-0.16250324249267578,-0.32035553455352783,-0.07128666221262847,-0.1884009838104248,-0.27434229850769043,-0.07791598766209518,-0.007130265235900879,-0.25034838914871216,-0.04135899870755111,-0.0869913101196289,-0.32117024064064026,-0.0749043884790126,-0.14871692657470703,-0.28577324748039246,-0.0815012741005603,-0.1763685941696167,-0.24112462997436523,-0.07908835887076293,-0.006076157093048096,-0.2051054835319519,-0.06478220104338561,-0.07273316383361816,-0.25790470838546753,-0.08968376993300353,-0.12696796655654907,-0.2549116015434265,-0.0947994279778186,-0.16112101078033447,-0.23425692319869995,-0.09332816182734405,D
0.0,0.0,0.0,-0.08170324563980103,-0.05952984094619751,0.001021857002001525,-0.1346758008003235,-0.1254948377609253,-0.01356733813770461,-0.1754816770553589,-0.1659834384918213,-0.03731710687168288,-0.1992511749267578,-0.22108876705169678,-0.06129944175370383,-0.05492806434631348,-0.2852786183357239,0.01138679925463748,-0.09540295600891113,-0.37279611825942993,-0.009760293549675225,-0.11623549461364746,-0.4259034991264343,-0.028770070894438504,-0.12941551208496094,-0.4701383411884308,-0.044119390099126576,-0.027043282985687256,-0.2796093821525574,-0.01210490185655999,-0.1033065915107727,-0.3587009310722351,-0.04684109464176345,-0.16432595252990723,-0.3251868784427643,-0.06760522574074912,-0.1932869553565979,-0.279649019241333,-0.07673382609971213,-0.011507511138916016,-0.25581473112106323,-0.038752755521613835,-0.08375298976898193,-0.3307436406612396,-0.07191222756989646,-0.1493079662322998,-0.29968515038490295,-0.08119590431340384,-0.18156272172927856,-0.2557440400123596,-0.08116909712441611,-0.009990811347961426,-0.2132360339164734,-0.06593040227778602,-0.07304811477661133,-0.2701857089996338,-0.09030370265134025,-0.12772893905639648,-0.2647048234939575,-0.09575477093346763,-0.1621740460395813,-0.23949414491653442,-0.09517288058884787,D
0.0,0.0,0.0,-0.08238083124160767,-0.06089502573013306,-0.0018681382439211802,-0.1350730061531067,-0.12815815210342407,-0.017897758787043472,-0.17664670944213867,-0.16882622241973877,-0.0416013711742238,-0.20104718208312988,-0.2226288914680481,-0.0654935018769578,-0.048511385917663574,-0.28954869508743286,0.0026784092974736495,-0.08802199363708496,-0.3801511228084564,-0.018390193735726257,-0.10513097047805786,-0.43432915210723877,-0.03655948505318918,-0.11447536945343018,-0.48139411211013794,-0.051323801433213134,-0.022565603256225586,-0.28137141466140747,-0.017808186044462104,-0.10449081659317017,-0.3582620620727539,-0.05153237298644342,-0.16471552848815918,-0.3261110782623291,-0.07166446760810175,-0.19406402111053467,-0.2843141555786133,-0.08105209485209741,-0.0100211501121521,-0.2545492649078369,-0.04085171238101282,-0.0900273323059082,-0.32769155502319336,-0.07318054900086679,-0.15321874618530273,-0.2984691262245178,-0.08231437221682825,-0.1850324273109436,-0.25631725788116455,-0.08260959402240076,-0.011967360973358154,-0.2105790376663208,-0.06436382249511041,-0.08132141828536987,-0.2654995322227478,-0.08831619486726083,-0.13384568691253662,-0.2639015316963196,-0.0941058845869378,-0.16752517223358154,-0.2436649203300476,-0.0938629807583169,D
0.0,0.0,0.0,-0.08363968133926392,-0.06638562679290771,0.0062951978841852,-0.1372343897819519,-0.1355411410331726,-0.006328615584777708,-0.17848438024520874,-0.17550426721572876,-0.02871104166041505,-0.20529460906982422,-0.2281009554862976,-0.05173892364035737,-0.05678194761276245,-0.29175394773483276,0.013472047409607057,-0.10639935731887817,-0.37565889954566956,-0.008321911321388598,-0.13371217250823975,-0.4261839687824249,-0.028253844232665415,-0.15314984321594238,-0.4705235958099365,-0.04456784412394654,-0.028079867362976074,-0.2854616045951843,-0.013109524027811403,-0.10978549718856812,-0.3634800314903259,-0.048548544050561304,-0.16833746433258057,-0.3294937312602997,-0.07052565202246797,-0.1967254877090454,-0.28629493713378906,-0.08120154425631654,-0.01289379596710205,-0.2598775029182434,-0.042331552357779856,-0.08937853574752808,-0.3344496786594391,-0.07631782278548371,-0.15352654457092285,-0.3043649196624756,-0.08625440135728013,-0.18658453226089478,-0.2641049027442932,-0.08735387608538758,-0.01299440860748291,-0.215651273727417,-0.07148554757367265,-0.08020514249801636,-0.27077651023864746,-0.09655902370940339,-0.1350458860397339,-0.26853299140930176,-0.1024903191639055,-0.17093288898468018,-0.2497437596321106,-0.10288788959513795,D
0.0,0.0,0.0,-0.0855247974395752,-0.06613081693649292,0.014264039624492852,-0.1352546215057373,-0.13768458366394043,0.003737252600501506,-0.17538189888000488,-0.17950409650802612,-0.01936969540639666,-0.20598512887954712,-0.2349901795387268,-0.04391788325830248,-0.05060422420501709,-0.2962738871574402,0.022186271775524347,-0.07019013166427612,-0.3919280171394348,0.005452787432830064,-0.07491046190261841,-0.4503335952758789,-0.010544115748245986,-0.07447916269302368,-0.5007524788379669,-0.024786626990874083,-0.02398812770843506,-0.28704190254211426,-0.008898987505574496,-0.10343354940414429,-0.3656827509403229,-0.03727294511719492,-0.16535407304763794,-0.33679306507110596,-0.054745920073230536,-0.19514518976211548,-0.2977088689804077,-0.06393068663402346,-0.010656118392944336,-0.2595611810684204,-0.042401418160636695,-0.09232145547866821,-0.332897424697876,-0.0704703219942644,-0.15677595138549805,-0.3050367534160614,-0.07715091488881853,-0.188984215259552,-0.26538920402526855,-0.0779003687910631,-0.00992274284362793,-0.21699517965316772,-0.0757994987778261,-0.07960730791091919,-0.27294230461120605,-0.09856337688489702,-0.13408231735229492,-0.2716507315635681,-0.10383325449748781,-0.1694006323814392,-0.2519019842147827,-0.10435752205177096,D
0.0,0.0,0.0,-0.08268535137176514,-0.05527770519256592,-0.0018518836196932398,-0.1370564103126526,-0.12324774265289307,-0.01632519033331903,-0.17932486534118652,-0.16757923364639282,-0.03938956711967023,-0.19556158781051636,-0.22649681568145752,-0.06210389886577161,-0.050219595432281494,-0.28722918033599854,0.015804795878338496,-0.07278066873550415,-0.37581169605255127,-0.0016610931098881565,-0.08283257484436035,-0.42870664596557617,-0.01822773892958196,-0.08577114343643188,-0.47262126207351685,-0.03210222129304441,-0.02580404281616211,-0.2818272113800049,-0.004503809982580265,-0.10230714082717896,-0.36536353826522827,-0.034245555890393575,-0.16238725185394287,-0.3308444023132324,-0.0520074494608167,-0.18757927417755127,-0.2831951975822449,-0.05901020173509153,-0.012826383113861084,-0.2587462067604065,-0.02845027823526891,-0.088046133518219,-0.33599936962127686,-0.057516732854438146,-0.15254813432693481,-0.30551162362098694,-0.06434820000607999,-0.18202227354049683,-0.2603546380996704,-0.06256724302251371,-0.01228421926498413,-0.21708136796951294,-0.05342421833951505,-0.07640320062637329,-0.28019392490386963,-0.075396025223327,-0.12964123487472534,-0.2763872742652893,-0.07967362706143888,-0.1622660756111145,-0.25145941972732544,-0.07786950622279676,D
0.0,0.0,0.0,-0.08293145895004272,-0.05986708402633667,0.0012075631109098595,-0.13621973991394043,-0.1299838423728943,-0.01034508678847601,-0.1799420714378357,-0.17217975854873657,-0.030527937559128304,-0.21495628356933594,-0.22384202480316162,-0.051549825219154854,-0.05908191204071045,-0.2887824773788452,0.011125495324193935,-0.0964917540550232,-0.3757515549659729,-0.008916568344176312,-0.11319142580032349,-0.4285351634025574,-0.028312267137408753,-0.1260850429534912,-0.4754975438117981,-0.04469861402893116,-0.03032594919204712,-0.2836419939994812,-0.011540416029930611,-0.11200374364852905,-0.35521405935287476,-0.048154401926041146,-0.17311125993728638,-0.32570967078208923,-0.07431918695354511,-0.20941787958145142,-0.28452932834625244,-0.0875195221581464,-0.013830780982971191,-0.2589961886405945,-0.03674800634169628,-0.09521913528442383,-0.32087022066116333,-0.07346137180709889,-0.16016405820846558,-0.29257649183273315,-0.08980776682281544,-0.19981759786605835,-0.25377005338668823,-0.09402405783319523,-0.011306047439575195,-0.21566379070281982,-0.061878330407381554,-0.0853506326675415,-0.25896573066711426,-0.0903581486620908,-0.14066463708877563,-0.25793248414993286,-0.10152149513149311,-0.18110913038253784,-0.2435510754585266,-0.10480621769809773,D
0.0,0.0,0.0,-0.08461159467697144,-0.060554325580596924,0.006270452144931937,-0.14231014251708984,-0.1296302080154419,-0.00659943584035716,-0.18642204999923706,-0.16934460401535034,-0.029504840519834374,-0.20609480142593384,-0.22064822912216187,-0.052394357767511224,-0.06197035312652588,-0.2889935374259949,0.014551737088154937,-0.10022705793380737,-0.3793662190437317,-0.0029076168095656385,-0.12296438217163086,-0.4309648275375366,-0.01822371154706559,-0.13717615604400635,-0.47561436891555786,-0.03129056214969239,-0.03666633367538452,-0.2810976505279541,-0.011362081651199674,-0.11139118671417236,-0.3744156062602997,-0.041450121697593545,-0.16953802108764648,-0.3391932249069214,-0.05684436976592622,-0.19267666339874268,-0.2920859456062317,-0.062088021334815835,-0.022454679012298584,-0.2538502812385559,-0.03969503312985978,-0.09654313325881958,-0.33952444791793823,-0.0671012227205523,-0.15674567222595215,-0.30209094285964966,-0.06906778856794915,-0.179035484790802,-0.25232994556427,-0.06442305192034326,-0.02229452133178711,-0.20835405588150024,-0.06850616380255303,-0.08422541618347168,-0.27613532543182373,-0.0867477779058703,-0.13589245080947876,-0.26565873622894287,-0.08575287207644067,-0.16312414407730103,-0.23191982507705688,-0.08105375364105782,D
0.0,0.0,0.0,-0.08131939172744751,-0.05952268838882446,0.010448160566241427,-0.13627034425735474,-0.1255740523338318,-0.0004812296688641027,-0.1770147681236267,-0.1639004945755005,-0.02285812889799388,-0.187852144241333,-0.20215940475463867,-0.0457306420581034,-0.06334894895553589,-0.2906875014305115,0.018626457996518297,-0.09707659482955933,-0.38279807567596436,0.0014112325001889303,-0.12096220254898071,-0.43536049127578735,-0.01093180758520873,-0.13299119472503662,-0.4819754362106323,-0.021400294281690435,-0.0373576283454895,-0.2845579981803894,-0.009876302458494024,-0.1124538779258728,-0.37956833839416504,-0.03934610170885833,-0.16769862174987793,-0.33122771978378296,-0.04843534065052779,-0.18031620979309082,-0.2766939401626587,-0.04782405031487258,-0.021563172340393066,-0.258836567401886,-0.04096905795499595,-0.09420406818389893,-0.3464444875717163,-0.07053409052655013,-0.1509190797805786,-0.29694730043411255,-0.06679653657242568,-0.1627621054649353,-0.24133694171905518,-0.05641572085782798,-0.019298017024993896,-0.21620327234268188,-0.07222640050217422,-0.08178335428237915,-0.2873110771179199,-0.0912480754928282,-0.1284806728363037,-0.2639179825782776,-0.0857990039663008,-0.14331167936325073,-0.22050249576568604,-0.07673800272509368,D
